"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","rt","stimulus","response","name","condition","race","gender","behaviorType","image","behavior","question","expression","answer","correct","question_type","correct_answers","participant_response","nameGuesses","nameAnswer","behaviorAnswer"
"","","","","","image-keyboard-response","292","2.0.0","882311","null","./images/WM-009.jpg","null","Mason","Bio-first","","","negative","./images/WM-009.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","293","2.0.0","885044","2733","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","6","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","294","2.0.0","887047","2002","<p style=""font-size:100px"">9 - 5 = ?</p>","4","","","","","","","","","9 - 5","4","true","","","","","",""
"","","","","","html-keyboard-response","295","2.0.0","888547","null","<p style=""font-size:100px"">9 - 5 = 4</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","296","2.0.0","890549","null","<p style=""font-size:100px"">Evan</p>","null","Evan","Face-first","latino","Male","positive","","","","","","","","","","","",""
"","","","","","image-keyboard-response","297","2.0.0","893552","null","./images/LM-239.jpg","null","Evan","Face-first","","","positive","./images/LM-239.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","298","2.0.0","898555","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Evan spends weekends volunteering at the local animal shelter with enthusiasm. </p>","null","Evan","Face-first","","","positive","","spends weekends volunteering at the local animal shelter with enthusiasm.","","","","","","","","","",""
"","","","","","html-keyboard-response","299","2.0.0","900722","2166","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","6","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","300","2.0.0","902501","1779","<p style=""font-size:100px"">4 - 0 = ?</p>","4","","","","","","","","","4 - 0","4","true","","","","","",""
"","","","","","html-keyboard-response","301","2.0.0","904225","null","<p style=""font-size:100px"">4 - 0 = 4</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","302","2.0.0","906226","null","<p style=""font-size:100px"">Kayla</p>","null","Kayla","control","white","Female","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","303","2.0.0","909228","null","./images/WF-207.jpg","null","Kayla","","","","","./images/WF-207.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","304","2.0.0","914230","null","<p style=""font-size:100px"">Kayla</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","305","2.0.0","917572","3342","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","3","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","306","2.0.0","919670","2098","<p style=""font-size:100px"">6 - 0 = ?</p>","6","","","","","","","","","6 - 0","6","true","","","","","",""
"","","","","","html-keyboard-response","307","2.0.0","921074","null","<p style=""font-size:100px"">6 - 0 = 6</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","308","2.0.0","923075","null","<p style=""font-size:100px"">Emma</p>","null","Emma","control","white","Female","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","309","2.0.0","926078","null","./images/WF-206.jpg","null","Emma","","","","","./images/WF-206.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","310","2.0.0","931081","null","<p style=""font-size:100px"">Emma</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","311","2.0.0","936662","5580","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","5","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","312","2.0.0","938498","1836","<p style=""font-size:100px"">6 + 1  = ?</p>","7","","","","","","","","","6 + 1 ","7","true","","","","","",""
"","","","","","html-keyboard-response","313","2.0.0","940164","null","<p style=""font-size:100px"">6 + 1  = 7</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","314","2.0.0","942166","null","<p style=""font-size:100px"">Destiny</p>","null","Destiny","Face-first","asian","Female","neutral","","","","","","","","","","","",""
"","","","","","image-keyboard-response","315","2.0.0","945167","null","./images/AF-205.jpg","null","Destiny","Face-first","","","neutral","./images/AF-205.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","316","2.0.0","950169","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Destiny strolls around the block after lunch daily to clear their mind. </p>","null","Destiny","Face-first","","","neutral","","strolls around the block after lunch daily to clear their mind.","","","","","","","","","",""
"","","","","","html-keyboard-response","317","2.0.0","952479","2310","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","5","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","318","2.0.0","954167","1687","<p style=""font-size:100px"">5 + 2  = ?</p>","7","","","","","","","","","5 + 2 ","7","true","","","","","",""
"","","","","","html-keyboard-response","319","2.0.0","955981","null","<p style=""font-size:100px"">5 + 2  = 7</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","320","2.0.0","957984","null","<p style=""font-size:100px"">Lilian</p>","null","Lilian","Bio-first","","","positive","","","","","","","","","","","",""
"","","","","","html-keyboard-response","321","2.0.0","962987","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Lilian organizes a team-building activity to strengthen relationships among colleagues. </p>","null","Lilian","Bio-first","","","positive","","organizes a team-building activity to strengthen relationships among colleagues.","","","","","","","","","",""
"","","","","","image-keyboard-response","322","2.0.0","965990","null","./images/WF-017.jpg","null","Lilian","Bio-first","","","positive","./images/WF-017.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","323","2.0.0","970835","4844","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","3","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","324","2.0.0","972218","1383","<p style=""font-size:100px"">5 - 3 = ?</p>","2","","","","","","","","","5 - 3","2","true","","","","","",""
"","","","","","html-keyboard-response","325","2.0.0","974337","null","<p style=""font-size:100px"">5 - 3 = 2</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","326","2.0.0","976494","2156","You will now watch a short video. Press any key to start."," ","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","327","2.0.0","993989","17494","<p>Now, you will take a 2-part memory test.<p/>
          <p>Please wait for the experimenter instructions.<p/>
          <p>When prompted, press ""1"" to begin the first memory test.<p/>","1","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","328","2.0.0","1007862","13872","./lure_images/AM-243.jpg","3","","","","","","./lure_images/AM-243.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","329","2.0.0","1081794","73929","./images/LM-200.jpg","3","","","","","","./images/LM-200.jpg","","","","","false","recognition","[""4"",""5"",""6""]","3","","",""
"","","","","","image-keyboard-response","330","2.0.0","1087427","5633","./images/LF-213.jpg","3","","","","","","./images/LF-213.jpg","","","","","false","recognition","[""4"",""5"",""6""]","3","","",""
"","","","","","image-keyboard-response","331","2.0.0","1090321","2893","./lure_images/WF-212.jpg","3","","","","","","./lure_images/WF-212.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","332","2.0.0","1093557","3236","./images/WF-007.jpg","6","","","","","","./images/WF-007.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","333","2.0.0","1095022","1465","./images/AM-207.jpg","6","","","","","","./images/AM-207.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","334","2.0.0","1097519","2496","./lure_images/LF-250.jpg","3","","","","","","./lure_images/LF-250.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","335","2.0.0","1099740","2221","./images/LF-243.jpg","3","","","","","","./images/LF-243.jpg","","","","","false","recognition","[""4"",""5"",""6""]","3","","",""
"","","","","","image-keyboard-response","336","2.0.0","1102333","2592","./images/AM-201.jpg","6","","","","","","./images/AM-201.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","337","2.0.0","1105005","2671","./lure_images/WF-211.jpg","3","","","","","","./lure_images/WF-211.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","338","2.0.0","1108291","3285","./lure_images/LM-214.jpg","3","","","","","","./lure_images/LM-214.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","339","2.0.0","1110443","2152","./images/AM-229.jpg","6","","","","","","./images/AM-229.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","340","2.0.0","1113004","2561","./lure_images/WM-034.jpg","2","","","","","","./lure_images/WM-034.jpg","","","","","true","recognition","[""1"",""2"",""3""]","2","","",""
"","","","","","image-keyboard-response","341","2.0.0","1114698","1693","./lure_images/WF-218.jpg","2","","","","","","./lure_images/WF-218.jpg","","","","","true","recognition","[""1"",""2"",""3""]","2","","",""
"","","","","","image-keyboard-response","342","2.0.0","1116749","2050","./lure_images/AM-238.jpg","3","","","","","","./lure_images/AM-238.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","343","2.0.0","1118620","1871","./images/LM-239.jpg","6","","","","","","./images/LM-239.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","344","2.0.0","1120333","1712","./images/WF-017.jpg","6","","","","","","./images/WF-017.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","345","2.0.0","1122300","1967","./lure_images/LF-223.jpg","3","","","","","","./lure_images/LF-223.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","346","2.0.0","1123758","1457","./images/AF-226.jpg","6","","","","","","./images/AF-226.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","347","2.0.0","1125952","2193","./lure_images/WF-011.jpg","3","","","","","","./lure_images/WF-011.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","348","2.0.0","1127665","1713","./lure_images/WM-237.jpg","3","","","","","","./lure_images/WM-237.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","349","2.0.0","1130094","2428","./lure_images/LM-242.jpg","2","","","","","","./lure_images/LM-242.jpg","","","","","true","recognition","[""1"",""2"",""3""]","2","","",""
"","","","","","image-keyboard-response","350","2.0.0","1131772","1678","./images/AF-228.jpg","6","","","","","","./images/AF-228.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","351","2.0.0","1132813","1040","./images/WM-036.jpg","6","","","","","","./images/WM-036.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","352","2.0.0","1133859","1045","./images/AM-221.jpg","6","","","","","","./images/AM-221.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","353","2.0.0","1134847","988","./lure_images/AF-211.jpg","6","","","","","","./lure_images/AF-211.jpg","","","","","false","recognition","[""1"",""2"",""3""]","6","","",""
"","","","","","image-keyboard-response","354","2.0.0","1135969","1121","./images/AM-231.jpg","6","","","","","","./images/AM-231.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","355","2.0.0","1139926","3957","./lure_images/LM-247.jpg","6","","","","","","./lure_images/LM-247.jpg","","","","","false","recognition","[""1"",""2"",""3""]","6","","",""
"","","","","","image-keyboard-response","356","2.0.0","1141872","1946","./images/AM-211.jpg","6","","","","","","./images/AM-211.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","357","2.0.0","1143431","1558","./lure_images/AF-221.jpg","3","","","","","","./lure_images/AF-221.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","358","2.0.0","1145652","2220","./images/WM-033.jpg","3","","","","","","./images/WM-033.jpg","","","","","false","recognition","[""4"",""5"",""6""]","3","","",""
"","","","","","image-keyboard-response","359","2.0.0","1146849","1197","./lure_images/LF-228.jpg","2","","","","","","./lure_images/LF-228.jpg","","","","","true","recognition","[""1"",""2"",""3""]","2","","",""
"","","","","","image-keyboard-response","360","2.0.0","1148292","1443","./lure_images/LM-252.jpg","2","","","","","","./lure_images/LM-252.jpg","","","","","true","recognition","[""1"",""2"",""3""]","2","","",""
"","","","","","image-keyboard-response","361","2.0.0","1149820","1528","./lure_images/LM-244.jpg","2","","","","","","./lure_images/LM-244.jpg","","","","","true","recognition","[""1"",""2"",""3""]","2","","",""
"","","","","","image-keyboard-response","362","2.0.0","1151257","1436","./images/WF-233.jpg","6","","","","","","./images/WF-233.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","363","2.0.0","1152820","1562","./lure_images/AM-225.jpg","3","","","","","","./lure_images/AM-225.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","364","2.0.0","1154514","1694","./lure_images/AM-250.jpg","3","","","","","","./lure_images/AM-250.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","365","2.0.0","1156721","2207","./images/WF-206.jpg","6","","","","","","./images/WF-206.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","366","2.0.0","1157906","1185","./images/WM-040.jpg","6","","","","","","./images/WM-040.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","367","2.0.0","1162759","4852","./lure_images/LM-224.jpg","3","","","","","","./lure_images/LM-224.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
"","","","","","image-keyboard-response","368","2.0.0","1169232","6473","./lure_images/AF-206.jpg","2","","","","","","./lure_images/AF-206.jpg","","","","","true","recognition","[""1"",""2"",""3""]","2","","",""
"","","","","","image-keyboard-response","369","2.0.0","1171098","1865","./images/LF-241.jpg","6","","","","","","./images/LF-241.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","370","2.0.0","1172920","1821","./images/WM-200.jpg","3","","","","","","./images/WM-200.jpg","","","","","false","recognition","[""4"",""5"",""6""]","3","","",""
"","","","","","image-keyboard-response","371","2.0.0","1174321","1400","./lure_images/WM-032.jpg","6","","","","","","./lure_images/WM-032.jpg","","","","","false","recognition","[""1"",""2"",""3""]","6","","",""
"","","","","","image-keyboard-response","372","2.0.0","1175590","1269","./images/WF-214.jpg","6","","","","","","./images/WF-214.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","373","2.0.0","1176826","1235","./images/LM-241.jpg","6","","","","","","./images/LM-241.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","374","2.0.0","1178629","1802","./images/LF-247.jpg","2","","","","","","./images/LF-247.jpg","","","","","false","recognition","[""4"",""5"",""6""]","2","","",""
"","","","","","image-keyboard-response","375","2.0.0","1180859","2229","./lure_images/LF-221.jpg","2","","","","","","./lure_images/LF-221.jpg","","","","","true","recognition","[""1"",""2"",""3""]","2","","",""
"","","","","","image-keyboard-response","376","2.0.0","1182247","1387","./images/WM-004.jpg","6","","","","","","./images/WM-004.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","377","2.0.0","1183547","1300","./images/LM-207.jpg","6","","","","","","./images/LM-207.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","378","2.0.0","1185389","1842","./images/AF-205.jpg","1","","","","","","./images/AF-205.jpg","","","","","false","recognition","[""4"",""5"",""6""]","1","","",""
"","","","","","image-keyboard-response","379","2.0.0","1187270","1880","./images/WM-209.jpg","6","","","","","","./images/WM-209.jpg","","","","","true","recognition","[""4"",""5"",""6""]","6","","",""
"","","","","","image-keyboard-response","380","2.0.0","1189177","1907","./lure_images/AF-229.jpg","1","","","","","","./lure_images/AF-229.jpg","","","","","true","recognition","[""1"",""2"",""3""]","1","","",""
"","","","","","image-keyboard-response","381","2.0.0","1191598","2421","./lure_images/WM-231.jpg","3","","","","","","./lure_images/WM-231.jpg","","","","","true","recognition","[""1"",""2"",""3""]","3","","",""
